companyName,industryField,positionName,jobNature,createTime,financeStage,companyLabelList,companySize,city,district,positionType,education,positionAdvantage,Salary,salaryMax,salaryMin,salaryAvg,workYear
用友,"企业服务,数据服务",商务专员,全职,2017-05-10 08:49:47,上市公司,"['技能培训', '节日礼物', '免费班车', '岗位晋升']",2000人以上,北京,海淀区,市场/商务/销售类,本科,"免费班车,餐补,园林式办公,节日福利",4k-7k,7,4,5.5,1-3年
要出发,"电子商务,生活服务",酒店房间采购/BD/产品拓展,全职,2017-05-10 08:49:41,成熟型(D轮及以上),"['牛人云集', '技能培训', '豪华下午茶', '酒店预订']",500-2000人,重庆,渝北区,市场与销售,大专,五险一金，双休，发展空间，下午茶,3k-5k,5,3,4.0,1-3年
正载信息,"移动互联网,数据服务",Hadoop开发工程师,全职,2017-05-10 08:49:40,初创型(不需要融资),[],15-50人,苏州,工业园区,开发/测试/运维类,大专,"绩效奖金,节假日福利,员工体检",5k-10k,10,5,7.5,1-3年
财略金融科技,金融,IRA-后端开发工程师,全职,2017-05-10 08:50:38,成长型(A轮),"['股票期权', '专项奖金', '带薪年假', '绩效奖金']",50-150人,广州,海珠区,开发/测试/运维类,大专,"双休,人性化管理,团队氛围好,发展空间",10k-18k,18,10,14.0,1-3年
北京麦田,生活服务,销售支持专员,全职,2017-05-10 08:50:25,成熟型(不需要融资),"['年底双薪', '节日礼物', '技能培训', '年度旅游']",2000人以上,北京,朝阳区,市场/商务/销售类,大专,三个月一次晋升,5k-8k,8,5,6.5,不限
虎扑体育,"移动互联网,文化娱乐",汽车运动编辑,全职,2017-05-10 08:50:07,成熟型(D轮及以上),"['上班看球赛', '运动俱乐部', '大神分享会', '偶像零距离']",150-500人,上海,虹口区,运营/编辑/客服,不限,自由的工作环境，广阔的发展空间,5k-10k,10,5,7.5,不限
要出发,"电子商务,生活服务",产品拓展经理,全职,2017-05-10 08:49:41,成熟型(D轮及以上),"['牛人云集', '技能培训', '豪华下午茶', '酒店预订']",500-2000人,重庆,渝北区,市场与销售,大专,五险一金 周末双休 7小时工作制 零食下午茶,3k-6k,6,3,4.5,1-3年
正载信息,"移动互联网,数据服务",数据挖掘工程师,全职,2017-05-10 08:49:38,初创型(不需要融资),[],15-50人,苏州,工业园区,开发/测试/运维类,本科,"绩效奖金,员工体检,节假日福利",8k-15k,15,8,11.5,1-3年
朗云科技,"移动互联网,电子商务",后端开发工程师（python/go/node）,全职,2017-05-10 08:49:37,成长型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '交通补助']",50-150人,深圳,南山区,开发/测试/运维类,本科,"双休,年终奖,发展空间,福利健全",12k-20k,20,12,16.0,1-3年
汇金智融,"移动互联网,电子商务",测试工程师,全职,2017-05-10 08:49:36,上市公司,"['年底双薪', '绩效奖金', '带薪年假', '弹性工作']",150-500人,深圳,南山区,开发/测试/运维类,本科,"银行,金融,上市公司,福利好",7k-14k,14,7,10.5,1-3年
红迅软件,企业服务,JAVA系统架构师,全职,2017-05-10 08:49:25,初创型(未融资),"['技能培训', '股票期权', '带薪年假', '绩效奖金']",15-50人,广州,None,开发/测试/运维类,大专,"上升空间好,平台好,自由度高",10k-20k,20,10,15.0,5-10年
e路同心,金融,运维工程师,全职,2017-05-10 08:49:12,成长型(不需要融资),[],50-150人,深圳,南山区,开发/测试/运维类,大专,"薪酬好,福利优,绩效资金,领导好",7k-10k,10,7,8.5,1-3年
华清科技,"移动互联网,企业服务",运维工程师,全职,2017-05-10 08:49:07,初创型(未融资),[],15-50人,北京,None,技术,大专,校园周边 周末双休 弹性工时 地铁周边,6k-8k,8,6,7.0,1-3年
数夫软件,移动互联网,软件开发见习工程师C#,全职,2017-05-10 08:49:04,初创型(未融资),[],150-500人,广州,天河区,开发/测试/运维类,本科,"专业培训,带薪年假",3k-5k,5,3,4.0,不限
北京壹号车安徽分公司,"移动互联网,电子商务",销售经理,全职,2017-05-10 08:48:56,上市公司,"['岗位晋升', '技能培训']",2000人以上,合肥,庐阳区,市场/商务/销售类,大专,"高额绩效,福利好,团队活动,专业培训",7k-10k,10,7,8.5,1-3年
尚客优管理集团,企业服务,市场营销主管/新媒体运营主管,全职,2017-05-10 08:48:38,成熟型(D轮及以上),"['年终奖', '五险一金', '通讯津贴', '交通补助']",500-2000人,青岛,黄岛区,市场/商务/销售类,本科,"五险一金,法定休息,团队年轻",4k-7k,7,4,5.5,不限
汉王精锐,电子商务,淘宝客服,全职,2017-05-10 08:48:34,初创型(不需要融资),"['绩效奖金', '带薪年假', '午餐补助', '通讯津贴']",15-50人,北京,海淀区,运营/编辑/客服,大专,"五险一金,氛围轻松,领导很棒",4k-6k,6,4,5.0,不限
酷骑单车,"移动互联网,生活服务",视觉设计/美工,兼职,2017-05-10 08:48:34,成长型(不需要融资),"['带薪年假', '技能培训', '弹性工作', '年度旅游']",150-500人,合肥,蜀山区,设计类,大专,"五险一金,还有很多,很多,就不列举了",3k-5k,5,3,4.0,不限
要出发,"电子商务,生活服务",BD/产品拓展经理,全职,2017-05-10 08:49:40,成熟型(D轮及以上),"['牛人云集', '技能培训', '豪华下午茶', '酒店预订']",500-2000人,重庆,渝北区,市场与销售,大专,五险一金 弹性工作 周末双休 下午茶零食,3k-6k,6,3,4.5,1-3年
正载信息,"移动互联网,数据服务",项目经理,全职,2017-05-10 08:49:38,初创型(不需要融资),[],15-50人,苏州,工业园区,技术,大专,发展空间大,8k-15k,15,8,11.5,1-3年
朗云科技,"移动互联网,电子商务",急聘PHP高级工程师,全职,2017-05-10 08:49:36,成长型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '交通补助']",50-150人,深圳,南山区,开发/测试/运维类,本科,"双休,员工活动,职位晋升,年终奖",15k-30k,30,15,22.5,3-5年
汇金智融,"移动互联网,电子商务",Java工程师,全职,2017-05-10 08:49:36,上市公司,"['年底双薪', '绩效奖金', '带薪年假', '弹性工作']",150-500人,深圳,南山区,开发/测试/运维类,本科,"银行,金融,上市公司,五险一金",8k-16k,16,8,12.0,3-5年
e路同心,金融,UI高级设计师,全职,2017-05-10 08:49:12,成长型(不需要融资),[],50-150人,深圳,南山区,设计类,本科,"薪酬优,年度奖金,完善福利,领导好",12k-16k,16,12,14.0,1-3年
数夫软件,移动互联网,软件开发工程师_C#,全职,2017-05-10 08:49:04,初创型(未融资),[],150-500人,东莞,东莞市市辖区,开发/测试/运维类,本科,"专业培训,带薪年假,法定休假",8k-15k,15,8,11.5,1-3年
北京壹号车安徽分公司,"移动互联网,电子商务",销售经理,全职,2017-05-10 08:48:55,上市公司,"['岗位晋升', '技能培训']",2000人以上,宣城,宣州区,市场/商务/销售类,大专,"高额绩效,福利好,团队活动,专业培训",7k-10k,10,7,8.5,1-3年
尚客优管理集团,企业服务,室内设计,全职,2017-05-10 08:48:38,成熟型(D轮及以上),"['年终奖', '五险一金', '通讯津贴', '交通补助']",500-2000人,青岛,黄岛区,设计类,大专,"五险一金,法定休息,项目奖金",4k-8k,8,4,6.0,不限
汉王精锐,电子商务,人事助理,实习,2017-05-10 08:48:33,初创型(不需要融资),"['绩效奖金', '带薪年假', '午餐补助', '通讯津贴']",15-50人,北京,海淀区,综合职能类,本科,"90后,老板很棒,氛围轻松",2k-3k,3,2,2.5,不限
我厨（上海）科技有限公司,"电子商务,O2O",客服专员,全职,2017-05-10 08:48:30,成长型(B轮),"['节日礼物', '技能培训', '带薪年假', '岗位晋升']",150-500人,上海,浦东新区,运营,大专,生鲜电商 发展空间大,3k-5k,5,3,4.0,不限
鹏元征信有限公司,"金融,数据服务",商务经理,全职,2017-05-10 08:48:24,成长型(不需要融资),"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",150-500人,深圳,None,运营,本科,广阔的空间和技术实现平台挑战最有能力的你,6k-8k,8,6,7.0,1-3年
中智仿真,移动互联网,测试主管,全职,2017-05-10 08:48:21,成长型(A轮),"['年底双薪', '岗位晋升', '年度旅游', '管理规范']",150-500人,深圳,福田区,开发/测试/运维类,大专,"发展空间大,资金雄厚,福利好,团队氛围好",6k-11k,11,6,8.5,3-5年
学票,"移动互联网,金融",用户运营,全职,2017-05-10 08:48:20,成长型(不需要融资),"['股票期权', '带薪年假', '绩效奖金', '美女多']",150-500人,深圳,福田区,运营/编辑/客服,大专,朝九晚六 周末双休 年终奖,6k-9k,9,6,7.5,1-3年
巢悦,电子商务,淘宝客服/天猫客服/在线客服,全职,2017-05-10 08:48:20,成长型(不需要融资),"['股票期权', '绩效奖金', '带薪年假', '专项奖金']",50-150人,成都,武侯区,运营/编辑/客服,大专,"过节礼,生日礼,环境优良,晋升机制",3k-5k,5,3,4.0,不限
爱菩新医药科技,"医疗健康,数据服务",西班牙语、英语翻译及销售专员,全职,2017-05-10 08:48:19,初创型(未融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",15-50人,广州,天河区,市场/商务/销售类,本科,"专利技术多,管理人性化,高成长公司,核心竞争力",6k-8k,8,6,7.0,1-3年
朗云科技,"移动互联网,电子商务",web前端工程师,全职,2017-05-10 08:49:36,成长型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '交通补助']",50-150人,深圳,南山区,开发/测试/运维类,本科,"双休,项目前景,团队活动,发展空间",15k-25k,25,15,20.0,3-5年
汇金智融,"移动互联网,电子商务",测试工程师,全职,2017-05-10 08:49:36,上市公司,"['年底双薪', '绩效奖金', '带薪年假', '弹性工作']",150-500人,杭州,滨江区,开发/测试/运维类,本科,"银行,金融,上市公司,股权激励",8k-16k,16,8,12.0,1-3年
e路同心,金融,法务专员,全职,2017-05-10 08:49:12,成长型(不需要融资),[],50-150人,深圳,南山区,金融类,本科,"绩效奖金,带薪年假,午餐补助,五险一金",5k-6k,6,5,5.5,不限
数夫软件,移动互联网,JAVA架构师,全职,2017-05-10 08:49:04,初创型(未融资),[],150-500人,广州,天河区,开发/测试/运维类,本科,"五险一金,双休,弹性工作制,发展空间大",20k-40k,40,20,30.0,5-10年
北京壹号车安徽分公司,"移动互联网,电子商务",销售经理,全职,2017-05-10 08:48:53,上市公司,"['岗位晋升', '技能培训']",2000人以上,铜陵,狮子山区,市场/商务/销售类,大专,"高额绩效,福利好,团队活动,专业培训",7k-10k,10,7,8.5,1-3年
尚客优管理集团,企业服务,策划主管,全职,2017-05-10 08:48:38,成熟型(D轮及以上),"['年终奖', '五险一金', '通讯津贴', '交通补助']",500-2000人,青岛,黄岛区,市场/商务/销售类,大专,"五险一金,法定休息,团队年轻",5k-9k,9,5,7.0,不限
汉王精锐,电子商务,电商运营助理,全职,2017-05-10 08:48:30,初创型(不需要融资),"['绩效奖金', '带薪年假', '午餐补助', '通讯津贴']",15-50人,北京,海淀区,运营/编辑/客服,本科,"五险一金,大神领导",4k-6k,6,4,5.0,1-3年
我厨（上海）科技有限公司,"电子商务,O2O",运营专员,全职,2017-05-10 08:48:28,成长型(B轮),"['节日礼物', '技能培训', '带薪年假', '岗位晋升']",150-500人,上海,青浦区,运营/编辑/客服,本科,"个人成长,扁平化管理",4k-8k,8,4,6.0,1-3年
鹏元征信有限公司,"金融,数据服务",高级商务经理,全职,2017-05-10 08:48:24,成长型(不需要融资),"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",150-500人,深圳,None,市场与销售,本科,平台好，产品优，有施展空间，锻炼大,12k-20k,20,12,16.0,3-5年
中智仿真,移动互联网,技术支持工程师,全职,2017-05-10 08:48:20,成长型(A轮),"['年底双薪', '岗位晋升', '年度旅游', '管理规范']",150-500人,深圳,福田区,运营/编辑/客服,大专,"发展平面大,资金雄厚,团队氛围好,福利好",6k-8k,8,6,7.0,1-3年
学票,"移动互联网,金融",市场经理,全职,2017-05-10 08:48:20,成长型(不需要融资),"['股票期权', '带薪年假', '绩效奖金', '美女多']",150-500人,深圳,福田区,市场/商务/销售类,本科,朝九晚六 周末双休 年终奖,9k-12k,12,9,10.5,1-3年
爱菩新医药科技,"医疗健康,数据服务",产品经理,全职,2017-05-10 08:48:19,初创型(未融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",15-50人,广州,天河区,产品/需求/项目类,大专,"专利技术多,高成长公司,核心竞争力,人性化管理",10k-20k,20,10,15.0,1-3年
怡和科技,"移动互联网,数据服务",前端工程师,全职,2017-05-10 08:48:18,初创型(天使轮),"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",150-500人,北京,海淀区,开发/测试/运维类,本科,"五险一金,节日福利,绩效奖金,弹性工作",10k-15k,15,10,12.5,5-10年
新的美地,"电子商务,移动互联网",后端开发工程师（Python方向）,全职,2017-05-10 08:47:56,成长型(不需要融资),[],150-500人,广州,海珠区,开发/测试/运维类,本科,"五险一金,双休",15k-25k,25,15,20.0,3-5年
LinkFun Game,游戏,制作人（轻度游戏方向）,全职,2017-05-10 08:47:55,初创型(天使轮),"['绩效奖金', '年终分红', '年底双薪', '带薪年假']",15-50人,成都,高新区,产品/需求/项目类,本科,"苹果推荐,自有渠道,产品不拘泥,公司资金雄",10k-12k,12,10,11.0,1-3年
e路同心,金融,Java工程师,全职,2017-05-10 08:49:12,成长型(不需要融资),[],50-150人,深圳,南山区,开发/测试/运维类,本科,"绩效奖金,带薪年假,午餐补助,国资背景",12k-24k,24,12,18.0,3-5年
数夫软件,移动互联网,Android开发,全职,2017-05-10 08:49:04,初创型(未融资),[],150-500人,广州,天河区,开发/测试/运维类,本科,"五险一金,双休,弹性工作制,即将上市",8k-16k,16,8,12.0,3-5年
北京壹号车安徽分公司,"移动互联网,电子商务",销售经理,全职,2017-05-10 08:48:52,上市公司,"['岗位晋升', '技能培训']",2000人以上,芜湖,南陵县,市场/商务/销售类,大专,"高薪绩效,福利好,团队培训,专业培训",7k-10k,10,7,8.5,1-3年
汇金智融,"移动互联网,电子商务",AS400开发工程师,全职,2017-05-10 08:48:41,上市公司,"['年底双薪', '绩效奖金', '带薪年假', '弹性工作']",150-500人,深圳,None,开发/测试/运维类,大专,"上市公司,五险一金,发展空间大,扁平管理",7k-14k,14,7,10.5,1-3年
我厨（上海）科技有限公司,"电子商务,O2O",摄影师,全职,2017-05-10 08:48:27,成长型(B轮),"['节日礼物', '技能培训', '带薪年假', '岗位晋升']",150-500人,上海,浦东新区,市场/商务/销售类,本科,"扁平化管理,团队氛围好,个人成长",8k-10k,10,8,9.0,1-3年
鹏元征信有限公司,"金融,数据服务",web前端开发工程师,全职,2017-05-10 08:48:22,成长型(不需要融资),"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",150-500人,深圳,福田区,技术,本科,良好的晋升空间，丰厚的待遇回报。,18k-25k,25,18,21.5,3-5年
学票,"移动互联网,金融",文案策划,全职,2017-05-10 08:48:20,成长型(不需要融资),"['股票期权', '带薪年假', '绩效奖金', '美女多']",150-500人,深圳,福田区,市场/商务/销售类,大专,"周末双休,带薪年假,员工旅游,年终奖金",6k-10k,10,6,8.0,1-3年
爱菩新医药科技,"医疗健康,数据服务",GO语言开发,全职,2017-05-10 08:48:19,初创型(未融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",15-50人,广州,天河区,开发/测试/运维类,大专,"专利技术多,高成长公司,核心竞争力,管理人性化",8k-12k,12,8,10.0,1-3年
中智仿真,移动互联网,游戏策划,全职,2017-05-10 08:48:19,成长型(A轮),"['年底双薪', '岗位晋升', '年度旅游', '管理规范']",150-500人,深圳,福田区,产品,本科,晋升空间大 团队氛围好 周末双休 提供食宿,8k-15k,15,8,11.5,1-3年
怡和科技,"移动互联网,数据服务",产品专员,实习,2017-05-10 08:48:18,初创型(天使轮),"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",150-500人,北京,海淀区,产品/需求/项目类,本科,"一对一指导,节日福利,弹性工作,温馨氛围",3k-4k,4,3,3.5,不限
新的美地,"电子商务,移动互联网",测试工程师,全职,2017-05-10 08:47:56,成长型(不需要融资),[],150-500人,广州,海珠区,开发/测试/运维类,本科,"五险一金,双休",8k-15k,15,8,11.5,1-3年
LinkFun Game,游戏,原画设计师,全职,2017-05-10 08:47:54,初创型(天使轮),"['绩效奖金', '年终分红', '年底双薪', '带薪年假']",15-50人,成都,高新区,设计类,本科,"UI设计,UE设计,益智游戏,任人唯贤",6k-8k,8,6,7.0,1-3年
爱维宝贝,"移动互联网,教育",运营主管,全职,2017-05-10 08:47:47,初创型(未融资),"['年底双薪', '节日礼物', '股票期权', '带薪年假']",50-150人,济南,高新区,运营/编辑/客服,本科,五险一金,10k-12k,12,10,11.0,3-5年
易骋云,"移动互联网,数据服务",总经理助理,全职,2017-05-10 08:47:42,成长型(不需要融资),"['五险一金', '双休', '法定假日', '好领导']",150-500人,杭州,江干区,综合职能类,本科,"平台大,领导好",6k-10k,10,6,8.0,1-3年
优米数据,数据服务,销售经理,全职,2017-05-10 08:47:37,初创型(不需要融资),[],少于15人,西安,None,市场/商务/销售类,大专,"发展空间大,绩效奖金",5k-10k,10,5,7.5,3-5年
汇金智融,"移动互联网,电子商务",软件测试工程师,全职,2017-05-10 08:48:36,上市公司,"['年底双薪', '绩效奖金', '带薪年假', '弹性工作']",150-500人,深圳,None,开发/测试/运维类,本科,上市公司 五险一金 偏平管理 发展空间大,7k-14k,14,7,10.5,1-3年
我厨（上海）科技有限公司,"电子商务,O2O",市场总监,全职,2017-05-10 08:48:24,成长型(B轮),"['节日礼物', '技能培训', '带薪年假', '岗位晋升']",150-500人,上海,浦东新区,市场/商务/销售类,本科,"团队稳定,氛围好",20k-30k,30,20,25.0,5-10年
鹏元征信有限公司,"金融,数据服务",高级桌面支持工程师,全职,2017-05-10 08:48:21,成长型(不需要融资),"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",150-500人,深圳,福田区,开发/测试/运维类,本科,高级桌面,10k-15k,15,10,12.5,3-5年
学票,"移动互联网,金融",风控专员/催收专员,全职,2017-05-10 08:48:20,成长型(不需要融资),"['股票期权', '带薪年假', '绩效奖金', '美女多']",150-500人,深圳,福田区,金融类,大专,"周末双休,带薪年假,员工旅游,年终奖金",5k-8k,8,5,6.5,1-3年
爱菩新医药科技,"医疗健康,数据服务",GO语言开发,全职,2017-05-10 08:48:19,初创型(未融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",15-50人,广州,天河区,开发/测试/运维类,大专,"专利技术多,高成长公司,核心竞争力,管理人性化",13k-20k,20,13,16.5,1-3年
中智仿真,移动互联网,销售经理,全职,2017-05-10 08:48:18,成长型(A轮),"['年底双薪', '岗位晋升', '年度旅游', '管理规范']",150-500人,深圳,福田区,市场/商务/销售类,本科,"行业前景好,发展空间大,资金雄厚,福利好",6k-10k,10,6,8.0,1-3年
怡和科技,"移动互联网,数据服务",Java研发工程师,全职,2017-05-10 08:48:18,初创型(天使轮),"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",150-500人,北京,海淀区,开发/测试/运维类,本科,"云计算,绩效奖金,节日福利,温馨氛围",8k-15k,15,8,11.5,3-5年
新的美地,"电子商务,移动互联网",内容运营专员,全职,2017-05-10 08:47:56,成长型(不需要融资),[],150-500人,广州,海珠区,运营/编辑/客服,大专,"五险一金,双休",4k-8k,8,4,6.0,1-3年
LinkFun Game,游戏,C++,全职,2017-05-10 08:47:53,初创型(天使轮),"['绩效奖金', '年终分红', '年底双薪', '带薪年假']",15-50人,成都,高新区,产品/需求/项目类,本科,"项目经理,百万级用户",8k-10k,10,8,9.0,1-3年
爱维宝贝,"移动互联网,教育",产品经理,全职,2017-05-10 08:47:45,初创型(未融资),"['年底双薪', '节日礼物', '股票期权', '带薪年假']",50-150人,济南,高新区,产品/需求/项目类,本科,"五险一金,周末双休,绩效奖金,发展空间",7k-10k,10,7,8.5,3-5年
易骋云,"移动互联网,数据服务",市场总监,全职,2017-05-10 08:47:40,成长型(不需要融资),"['五险一金', '双休', '法定假日', '好领导']",150-500人,杭州,江干区,市场/商务/销售类,本科,"平台大,前景好",40k-70k,70,40,55.0,1-3年
传化物流集团,"移动互联网,金融",教研专家,全职,2017-05-10 08:47:35,上市公司,"['行业爆炸', '扁平管理', '“家”文化', '牛人团队']",2000人以上,杭州,None,综合职能类,大专,上市公司500强、地铁口、待遇好,10k-20k,20,10,15.0,3-5年
启萌教育,"移动互联网,教育",商务拓展BD,全职,2017-05-10 08:47:15,成长型(A轮),"['绩效奖金', '弹性工作', '岗位晋升', '股票期权']",50-150人,北京,朝阳区,市场/商务/销售类,本科,上升空间大,8k-15k,15,8,11.5,1-3年
图讯科技,企业服务,系统集成运维工程师,全职,2017-05-10 08:46:59,初创型(未融资),"['技能培训', '节日礼物', '年底双薪', '股票期权']",150-500人,杭州,None,开发/测试/运维类,不限,"五险一金,补充保险,期权激励,员工旅游",5k-6k,6,5,5.5,1-3年
CIG,广告营销,大数据开发高级工程师,全职,2017-05-10 08:46:53,上市公司,"['年终分红', '绩效奖金', '五险一金', '交通补助']",500-2000人,北京,海淀区,开发/测试/运维类,本科,学习和创新型团队，氛围好,18k-36k,36,18,27.0,3-5年
汇金智融,"移动互联网,电子商务",JAVA开发工程师,全职,2017-05-10 08:48:28,上市公司,"['年底双薪', '绩效奖金', '带薪年假', '弹性工作']",150-500人,杭州,None,开发/测试/运维类,本科,"上市公司,五险一金,发展空间大,年终奖金",7k-13k,13,7,10.0,3-5年
怡和科技,"移动互联网,数据服务",业务顾问（资深解决方案）,全职,2017-05-10 08:48:18,初创型(天使轮),"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",150-500人,北京,海淀区,产品/需求/项目类,本科,"发展空间大,氛围好,行业知名",18k-28k,28,18,23.0,5-10年
新的美地,"电子商务,移动互联网",内容运营经理,全职,2017-05-10 08:47:56,成长型(不需要融资),[],150-500人,广州,海珠区,运营/编辑/客服,本科,"五险一金,双休",5k-10k,10,5,7.5,3-5年
爱维宝贝,"移动互联网,教育",渠道运营,全职,2017-05-10 08:47:44,初创型(未融资),"['年底双薪', '节日礼物', '股票期权', '带薪年假']",50-150人,济南,高新区,运营/编辑/客服,本科,"五险一金,周末双休,绩效奖金,发展空间",6k-9k,9,6,7.5,3-5年
易骋云,"移动互联网,数据服务",C++,全职,2017-05-10 08:47:38,成长型(不需要融资),"['五险一金', '双休', '法定假日', '好领导']",150-500人,杭州,江干区,开发/测试/运维类,本科,"大平台,好领导,好前景,好环境",15k-25k,25,15,20.0,3-5年
启萌教育,"移动互联网,教育",插画师（儿童）,全职,2017-05-10 08:47:15,成长型(A轮),"['绩效奖金', '弹性工作', '岗位晋升', '股票期权']",50-150人,北京,朝阳区,设计类,本科,上升空间大,4k-8k,8,4,6.0,不限
CIG,广告营销,高级JAVA开发工程师,全职,2017-05-10 08:46:53,上市公司,"['年终分红', '绩效奖金', '五险一金', '交通补助']",500-2000人,北京,海淀区,开发/测试/运维类,本科,上市公司，学习和创新型团队,15k-30k,30,15,22.5,3-5年
斯凯,"移动互联网,游戏",测试工程师,全职,2017-05-10 08:46:47,上市公司,"['年终分红', '绩效奖金', '股票期权', '五险一金']",500-2000人,杭州,西湖区,开发/测试/运维类,大专,"五险一金,福利齐全,补充医保险",6k-10k,10,6,8.0,1-3年
新东方教育科技集团,"移动互联网 ,文化娱乐",一对一教师,兼职,2017-05-10 08:46:41,上市公司,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",2000人以上,济南,None,其他,本科,工资稳定，福利好,3K-5K,5,3,4.0,不限
光汇石油,其他,APP推广专员,全职,2017-05-10 08:46:33,上市公司,"['股票期权', '带薪年假', '五险一金', '午餐补助']",500-2000人,深圳,福田区,市场/商务/销售类,本科,"上市公司,周末双休,五险一金,年底双薪",6k-10k,10,6,8.0,1-3年
星火钱包,"移动互联网,金融",投资经理(股权投资方向),全职,2017-05-10 08:46:28,成长型(A轮),"['股票期权', '全年14薪+', '年涨薪10%', '六险一金']",50-150人,长沙,岳麓区,金融类,本科,"晋升快,发展空间大,福利好,领导好",4k-8k,8,4,6.0,1-3年
亿阳信通,"移动互联网,数据服务",产品经理助理,全职,2017-05-10 08:46:21,上市公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",2000人以上,北京,海淀区,产品/需求/项目类,本科,上市公司，七险一金，广阔平台，发展前景好,8k-12k,12,8,10.0,3-5年
浙江卓有,"移动互联网,硬件",前端开发工程师,全职,2017-05-10 08:46:13,成长型(不需要融资),"['绩效奖金', '节日礼物', '五险一金', '岗位晋升']",50-150人,杭州,江干区,开发/测试/运维类,大专,"五险一金节,晋升空间大,节日福利,活动多",10k-15k,15,10,12.5,1-3年
海谱科技,"移动互联网,O2O",CTO/技术总监,全职,2017-05-10 08:46:05,初创型(不需要融资),"['技能培训', '节日礼物', '股票期权', '绩效奖金']",15-50人,成都,武侯区,开发/测试/运维类,大专,"五险一金,周末双休,超多福利",20k-40k,40,20,30.0,5-10年
健悦科技,移动互联网,前端设计开发,实习,2017-05-10 08:46:04,初创型(未融资),[],少于15人,南京,None,开发/测试/运维类,本科,"创造,创新,发展空间大,弹性工作",1k-2k,2,1,1.5,不限
怡和科技,"移动互联网,数据服务",技术运营实习生,实习,2017-05-10 08:48:17,初创型(天使轮),"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",150-500人,北京,海淀区,开发/测试/运维类,本科,"员工福利,温馨氛围,企业前景好,导师指导",2k-4k,4,2,3.0,不限
爱维宝贝,"移动互联网,教育",高级JAVA开发工程师（偏架构）,全职,2017-05-10 08:47:43,初创型(未融资),"['年底双薪', '节日礼物', '股票期权', '带薪年假']",50-150人,济南,高新区,开发/测试/运维类,本科,"五险一金,周末双休,发展空间,绩效奖金",10k-13k,13,10,11.5,5-10年
易骋云,"移动互联网,数据服务",大客户经理,全职,2017-05-10 08:47:35,成长型(不需要融资),"['五险一金', '双休', '法定假日', '好领导']",150-500人,杭州,江干区,市场/商务/销售类,大专,"高底薪,年薪30万,平台大,好领导",15k-30k,30,15,22.5,1-3年
启萌教育,"移动互联网,教育",销售主管（教育行业）,全职,2017-05-10 08:47:15,成长型(A轮),"['绩效奖金', '弹性工作', '岗位晋升', '股票期权']",50-150人,北京,朝阳区,市场/商务/销售类,大专,发展机会大,6k-8k,8,6,7.0,1-3年
CIG,广告营销,数据挖掘Leader（高级工程师）,全职,2017-05-10 08:46:53,上市公司,"['年终分红', '绩效奖金', '五险一金', '交通补助']",500-2000人,北京,海淀区,开发/测试/运维类,本科,学习和创新型团队,20k-40k,40,20,30.0,3-5年
斯凯,"移动互联网,游戏",IT技术支持,实习,2017-05-10 08:46:44,上市公司,"['年终分红', '绩效奖金', '股票期权', '五险一金']",500-2000人,杭州,西湖区,开发/测试/运维类,大专,气氛佳,2k-4k,4,2,3.0,不限
光汇石油,其他,系统架构师,全职,2017-05-10 08:46:33,上市公司,"['股票期权', '带薪年假', '五险一金', '午餐补助']",500-2000人,深圳,福田区,开发/测试/运维类,本科,"福利好,高端写字楼",25k-50k,50,25,37.5,5-10年
星火钱包,"移动互联网,金融",投资经理（债权投资方向）,全职,2017-05-10 08:46:28,成长型(A轮),"['股票期权', '全年14薪+', '年涨薪10%', '六险一金']",50-150人,长沙,岳麓区,金融类,本科,"晋升快,发展空间大,福利好,领导好",4k-8k,8,4,6.0,1-3年
亿阳信通,"移动互联网,数据服务",通信协议开发,全职,2017-05-10 08:46:21,上市公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",2000人以上,北京,海淀区,技术,本科,上市公司，七险一金，发展稳健，平台优秀,20k-30k,30,20,25.0,3-5年
浙江卓有,"移动互联网,硬件",java开发工程师,全职,2017-05-10 08:46:13,成长型(不需要融资),"['绩效奖金', '节日礼物', '五险一金', '岗位晋升']",50-150人,杭州,江干区,开发/测试/运维类,大专,"五险一金,发展空间大,节日福利,绩效奖金",10k-15k,15,10,12.5,1-3年
