companyName,industryField,positionName,jobNature,createTime,financeStage,companyLabelList,companySize,city,district,positionType,education,positionAdvantage,Salary,salaryMax,salaryMin,salaryAvg,workYear
海谱科技,"移动互联网,O2O",内容运营,全职,2017-05-10 08:46:05,初创型(不需要融资),"['技能培训', '节日礼物', '股票期权', '绩效奖金']",15-50人,成都,武侯区,运营/编辑/客服,大专,"氛围好,空间足,成长快",4k-8k,8,4,6.0,1-3年
e城e家,"移动互联网,O2O",线上运营,全职,2017-05-10 08:45:57,成熟型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",2000人以上,宁波,鄞州区,市场/商务/销售类,本科,"薪酬可观,五险一金,老板大气,公司实力强",4k-7k,7,4,5.5,不限
深圳市金洋电子股份有限公司,其他,产品工程师,全职,2017-05-10 08:45:57,成熟型(不需要融资),[],500-2000人,深圳,None,产品/需求/项目类,大专,"年终奖,有薪假,包吃包住,五险一金",6k-8k,8,6,7.0,1-3年
千橙乐驾,"移动互联网,O2O",文案策划专员,全职,2017-05-10 08:45:39,初创型(天使轮),"['专项奖金', '绩效奖金', '岗位晋升', '年度旅游']",15-50人,广州,None,运营/编辑/客服,大专,文案策划,4k-6k,6,4,5.0,1-3年
弘历软件,金融,软件实施顾问 绩效奖金 住宿 月坛公司,全职,2017-05-10 08:45:36,成熟型(不需要融资),"['专项奖金', '绩效奖金', '年终分红', '带薪年假']",500-2000人,北京,西城区,运营/编辑/客服,大专,"带薪培训,员工关系好,稳定发展,能力提升",3k-6k,6,3,4.5,不限
启萌教育,"移动互联网,教育",销售经理（教育行业）,全职,2017-05-10 08:47:15,成长型(A轮),"['绩效奖金', '弹性工作', '岗位晋升', '股票期权']",50-150人,北京,朝阳区,市场/商务/销售类,本科,氛围好,10k-20k,20,10,15.0,3-5年
CIG,广告营销,资深数据挖掘经理,全职,2017-05-10 08:46:53,上市公司,"['年终分红', '绩效奖金', '五险一金', '交通补助']",500-2000人,北京,海淀区,开发/测试/运维类,本科,最具目标感和活力的团队；纽交所上市企业,30k-50k,50,30,40.0,5-10年
斯凯,"移动互联网,游戏",平台测试（实习）,实习,2017-05-10 08:46:43,上市公司,"['年终分红', '绩效奖金', '股票期权', '五险一金']",500-2000人,杭州,None,技术,本科,上市企业 有转正机会,2k-3k,3,2,2.5,不限
光汇石油,其他,策划主管,全职,2017-05-10 08:46:33,上市公司,"['股票期权', '带薪年假', '五险一金', '午餐补助']",500-2000人,深圳,福田区,市场/商务/销售类,本科,"待遇好,上市公司,包吃,双休",8k-15k,15,8,11.5,3-5年
星火钱包,"移动互联网,金融",数据分析岗（行业数据、平台数据方向）,全职,2017-05-10 08:46:28,成长型(A轮),"['股票期权', '全年14薪+', '年涨薪10%', '六险一金']",50-150人,长沙,岳麓区,开发/测试/运维类,本科,"晋升快,发展空间大,福利好,领导好",3k-6k,6,3,4.5,不限
亿阳信通,"移动互联网,数据服务",工程实施,全职,2017-05-10 08:46:21,上市公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",2000人以上,北京,海淀区,技术,本科,上市公司，发展稳健，七险一金，福利完善,6k-12k,12,6,9.0,1-3年
浙江卓有,"移动互联网,硬件",测试工程师,全职,2017-05-10 08:46:13,成长型(不需要融资),"['绩效奖金', '节日礼物', '五险一金', '岗位晋升']",50-150人,杭州,江干区,开发/测试/运维类,大专,"五险一金,晋升空间大,节日福利,活动多",10k-15k,15,10,12.5,1-3年
海谱科技,"移动互联网,O2O",活动运营,全职,2017-05-10 08:46:05,初创型(不需要融资),"['技能培训', '节日礼物', '股票期权', '绩效奖金']",15-50人,成都,武侯区,运营/编辑/客服,大专,"氛围好,空间足,成长快",4k-8k,8,4,6.0,1-3年
e城e家,"移动互联网,O2O",市场专员,全职,2017-05-10 08:45:54,成熟型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",2000人以上,宁波,鄞州区,市场/商务/销售类,本科,"五险一金,公司实力强,老板人好,积极向上",3k-6k,6,3,4.5,不限
弘历软件,金融,月坛公司 财务实习生,全职,2017-05-10 08:45:34,成熟型(不需要融资),"['专项奖金', '绩效奖金', '年终分红', '带薪年假']",500-2000人,北京,西城区,综合职能类,本科,"提供住宿,带薪培训,老人传帮带,晋升发展",3k-5k,5,3,4.0,应届毕业生
智芯,其他,内容运营/策划,全职,2017-05-10 08:45:34,成长型(A轮),"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",50-150人,深圳,宝安区,运营/编辑/客服,本科,"发挥空间大,办公环境好",7k-10k,10,7,8.5,1-3年
云脉三六五,移动互联网,网站开发高级工程师,全职,2017-05-10 08:45:20,初创型(天使轮),"['节日礼物', '带薪年假', '岗位晋升', '扁平管理']",15-50人,天津,河东区,开发/测试/运维类,本科,"福利好,待遇佳,有发展",6k-8k,8,6,7.0,1-3年
用友政务,数据服务,大客户经理,全职,2017-05-10 08:45:19,上市公司,"['五险一金', '年终奖', '补充医疗保险', '商业保险']",500-2000人,北京,海淀区,市场/商务/销售类,本科,"五险一金,绩效奖金,免费班车,员工旅游",8k-10k,10,8,9.0,1-3年
天房科技,"企业服务,信息安全",运营推广专员/在线客服（互联网行业—用户运营方向）,全职,2017-05-10 08:45:15,上市公司,"['年底双薪', '管理规范', '定期体检', '五险一金']",150-500人,天津,南开区,运营/编辑/客服,本科,"年休假,五险一金,国企",3k-4k,4,3,3.5,1-3年
谷川联行,电子商务,行政管理（IT方向）行政IT,全职,2017-05-10 08:45:13,成长型(不需要融资),"['年底双薪', '技能培训', '带薪年假', '绩效奖金']",50-150人,天津,None,综合职能类,大专,"行政,IT,管理,综合素质",4k-6k,6,4,5.0,不限
CIG,广告营销,大数据架构师,全职,2017-05-10 08:46:53,上市公司,"['年终分红', '绩效奖金', '五险一金', '交通补助']",500-2000人,北京,海淀区,技术,本科,学习和创新型团队,20k-40k,40,20,30.0,5-10年
斯凯,"移动互联网,游戏",Android,实习,2017-05-10 08:46:42,上市公司,"['年终分红', '绩效奖金', '股票期权', '五险一金']",500-2000人,杭州,西湖区,技术,本科,上市企业 有转正机会,2k-4k,4,2,3.0,不限
光汇石油,其他,SEO主管,全职,2017-05-10 08:46:33,上市公司,"['股票期权', '带薪年假', '五险一金', '午餐补助']",500-2000人,深圳,福田区,市场/商务/销售类,大专,"待遇好,上市公司,包吃,周末双休",8k-16k,16,8,12.0,5-10年
星火钱包,"移动互联网,金融",风险分析岗（行业政策方向）,全职,2017-05-10 08:46:28,成长型(A轮),"['股票期权', '全年14薪+', '年涨薪10%', '六险一金']",50-150人,长沙,岳麓区,金融类,本科,"晋升快,发展空间大,福利好,领导好",3k-6k,6,3,4.5,1-3年
亿阳信通,"移动互联网,数据服务",java开发,全职,2017-05-10 08:46:21,上市公司,"['技能培训', '节日礼物', '专项奖金', '带薪年假']",2000人以上,北京,海淀区,开发/测试/运维类,本科,上市公司，七险一金，福利待遇好,10k-20k,20,10,15.0,3-5年
海谱科技,"移动互联网,O2O",测试工程师,全职,2017-05-10 08:46:05,初创型(不需要融资),"['技能培训', '节日礼物', '股票期权', '绩效奖金']",15-50人,成都,武侯区,开发/测试/运维类,大专,"超多福利,五险一金,周末双休,年底三薪",6k-9k,9,6,7.5,1-3年
e城e家,"移动互联网,O2O",渠道BD,全职,2017-05-10 08:45:52,成熟型(不需要融资),"['年底双薪', '绩效奖金', '带薪年假', '午餐补助']",2000人以上,宁波,鄞州区,市场/商务/销售类,本科,"五险一金,公司实力强,老板人好,积极向上",4k-7k,7,4,5.5,不限
智芯,其他,海外商务经理,全职,2017-05-10 08:45:34,成长型(A轮),"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",50-150人,深圳,宝安区,市场/商务/销售类,本科,"五险,绩效奖金,高额提成,弹性工作",7k-12k,12,7,9.5,1-3年
弘历软件,金融,月坛公司 人力资源专员,全职,2017-05-10 08:45:33,成熟型(不需要融资),"['专项奖金', '绩效奖金', '年终分红', '带薪年假']",500-2000人,北京,西城区,综合职能类,本科,"带薪培训,提供住宿,传帮带,晋升发展",3k-6k,6,3,4.5,应届毕业生
云脉三六五,移动互联网,PHP高级研发工程师,全职,2017-05-10 08:45:20,初创型(天使轮),"['节日礼物', '带薪年假', '岗位晋升', '扁平管理']",15-50人,天津,河东区,技术,本科,双休、五险一金、福利待遇优厚,7k-12k,12,7,9.5,3-5年
用友政务,数据服务,总裁行政秘书,全职,2017-05-10 08:45:19,上市公司,"['五险一金', '年终奖', '补充医疗保险', '商业保险']",500-2000人,北京,海淀区,综合职能类,本科,"五险一金,免费班车,餐补,定期体检",6k-9k,9,6,7.5,1-3年
天房科技,"企业服务,信息安全",高级研发经理/开发技术负责人（Java方向）,全职,2017-05-10 08:45:15,上市公司,"['年底双薪', '管理规范', '定期体检', '五险一金']",150-500人,天津,南开区,技术,本科,"国企,新三板上市,自有健身房,员工餐厅",12k-20k,20,12,16.0,5-10年
还呗-智能信贷领先者,"移动互联网,金融",数据科学家/工程师,全职,2017-05-10 08:45:12,成长型(不需要融资),"['股票期权', '通讯津贴', '交通补助', '午餐补助']",50-150人,上海,浦东新区,开发/测试/运维类,本科,"移动金融,未来金矿,精英团队,助力成长",15k-30k,30,15,22.5,1-3年
广州宸瑞,移动互联网,产品经理,全职,2017-05-10 08:45:09,初创型(天使轮),[],50-150人,广州,海珠区,产品/需求/项目类,本科,"周末双休,五险一金,年底双薪,话补餐补",9k-16k,16,9,12.5,1-3年
中体彩科技发展有限公司,"移动互联网,电子商务",品牌主管,全职,2017-05-10 08:45:08,成长型(不需要融资),"['五险一金', '通讯津贴', '带薪年假', '免费班车']",150-500人,北京,朝阳区,市场/商务/销售类,本科,弹性工作 补充保险 活动丰富 地铁附近,8k-12k,12,8,10.0,3-5年
CIG,广告营销,资深数据仓库架构师（数据仓库组Leader）,全职,2017-05-10 08:46:53,上市公司,"['年终分红', '绩效奖金', '五险一金', '交通补助']",500-2000人,北京,海淀区,开发/测试/运维类,本科,机具行业竞争力的待遇 纽交所上市企业,20k-40k,40,20,30.0,5-10年
智芯,其他,嵌入式（单片机）应用工程师,全职,2017-05-10 08:45:34,成长型(A轮),"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",50-150人,深圳,宝安区,开发/测试/运维类,大专,"全勤奖,五险,年终奖,补贴福利",8k-12k,12,8,10.0,1-3年
弘历软件,金融,月坛公司 销售顾问,全职,2017-05-10 08:45:31,成熟型(不需要融资),"['专项奖金', '绩效奖金', '年终分红', '带薪年假']",500-2000人,北京,西城区,市场/商务/销售类,大专,"带薪培训,提供住宿,传帮带,晋升发展",4k-8k,8,4,6.0,不限
用友政务,数据服务,销管助理,全职,2017-05-10 08:45:19,上市公司,"['五险一金', '年终奖', '补充医疗保险', '商业保险']",500-2000人,北京,海淀区,综合职能类,本科,"住宿补贴,餐补,交通补贴",2k-4k,4,2,3.0,不限
云脉三六五,移动互联网,前端高级研发工程师,全职,2017-05-10 08:45:19,初创型(天使轮),"['节日礼物', '带薪年假', '岗位晋升', '扁平管理']",15-50人,天津,河东区,开发/测试/运维类,大专,"有妹子,发展空间大,有小弟",8k-12k,12,8,10.0,3-5年
天房科技,"企业服务,信息安全",PHP开发工程师/PHP程序,全职,2017-05-10 08:45:15,上市公司,"['年底双薪', '管理规范', '定期体检', '五险一金']",150-500人,天津,南开区,技术,本科,国企，五险一金，双休,8k-15k,15,8,11.5,3-5年
还呗-智能信贷领先者,"移动互联网,金融",信息安全主管,全职,2017-05-10 08:45:12,成长型(不需要融资),"['股票期权', '通讯津贴', '交通补助', '午餐补助']",50-150人,上海,浦东新区,技术,本科,移动金融，未来金矿；精英团队，助力成长！,20k-30k,30,20,25.0,5-10年
广州宸瑞,移动互联网,c#程序员/Windows,全职,2017-05-10 08:45:09,初创型(天使轮),[],50-150人,广州,海珠区,开发/测试/运维类,本科,"周末双休,五险一金,话补餐补,年底双薪",8k-15k,15,8,11.5,1-3年
中体彩科技发展有限公司,"移动互联网,电子商务",高级测试工程师,全职,2017-05-10 08:45:08,成长型(不需要融资),"['五险一金', '通讯津贴', '带薪年假', '免费班车']",150-500人,北京,朝阳区,开发/测试/运维类,本科,弹性工作 补充保险 活动丰富 地铁附近,15k-25k,25,15,20.0,5-10年
诺奚信息技术有限公司,"金融,数据服务",总助,全职,2017-05-10 08:45:00,成长型(A轮),"['午餐补助', '交通补助', '专项奖金', '五险一金']",50-150人,杭州,江干区,综合职能类,本科,"平台大,资源广,领导好",6k-10k,10,6,8.0,1-3年
俊芮网络,"移动互联网,金融",期货分析师,全职,2017-05-10 08:44:49,初创型(不需要融资),[],15-50人,上海,浦东新区,金融类,本科,"节日福利,定期体检,餐补,五险一金",10k-20k,20,10,15.0,1-3年
致远软件,"移动互联网,社交网络",人力资源实习生（企业文化方向）,实习,2017-05-10 08:44:47,成熟型(不需要融资),"['五险一金', '股票期权', '绩效奖金', '专项奖金']",500-2000人,北京,海淀区,综合职能类,本科,"大企业集团,可开证明,环境舒适,免费班车",2k-3k,3,2,2.5,不限
友邦软件,"移动互联网,电子商务",Java 高级开发工程师,全职,2017-05-10 08:44:45,成长型(不需要融资),"['技能培训', '年底双薪', '股票期权', '带薪年假']",150-500人,成都,高新区,开发/测试/运维类,大专,"五险一金,员工旅游,定期体检,年终奖金",8k-15k,15,8,11.5,1-3年
华为技术有限公司,"移动互联网,企业服务",图形图像开发工程师,全职,2017-05-10 08:44:43,成熟型(不需要融资),"['技能培训', '节日礼物', '股票期权', '绩效奖金']",2000人以上,西安,雁塔区,开发/测试/运维类,本科,加班少、压力小、发展前景好，薪资丰厚,25k-40k,40,25,32.5,5-10年
广东亿迅,其他,用户体验师,全职,2017-05-10 08:44:40,成熟型(不需要融资),"['技能培训', '节日礼物', '年底双薪', '带薪年假']",2000人以上,广州,天河区,设计类,本科,商业保险、带薪年假、年度体检、福利高,7k-12k,12,7,9.5,1-3年
智芯,其他,传感器算法工程师,全职,2017-05-10 08:45:34,成长型(A轮),"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",50-150人,深圳,宝安区,开发/测试/运维类,本科,"五险,全勤奖,补贴福利,年终奖",7k-12k,12,7,9.5,1-3年
用友政务,数据服务,人力资源实习生（招聘）,实习,2017-05-10 08:45:19,上市公司,"['五险一金', '年终奖', '补充医疗保险', '商业保险']",500-2000人,北京,海淀区,综合职能类,本科,"住宿补贴,交通补贴,餐补",2k-4k,4,2,3.0,不限
天房科技,"企业服务,信息安全",软件产品经理,全职,2017-05-10 08:45:15,上市公司,"['年底双薪', '管理规范', '定期体检', '五险一金']",150-500人,天津,南开区,产品,本科,五险一金，双休，绩效奖金，国企新三板上市,7k-12k,12,7,9.5,3-5年
还呗-智能信贷领先者,"移动互联网,金融",JAVA 开发实习生,实习,2017-05-10 08:45:11,成长型(不需要融资),"['股票期权', '通讯津贴', '交通补助', '午餐补助']",50-150人,上海,浦东新区,开发/测试/运维类,本科,"移动金融,未来金矿,精英团队,助力成长！",4k-6k,6,4,5.0,应届毕业生
广州宸瑞,移动互联网,PHP前端工程师,全职,2017-05-10 08:45:09,初创型(天使轮),[],50-150人,广州,海珠区,开发/测试/运维类,大专,"周末双休,年底双薪,五险一金,年终奖金",8k-12k,12,8,10.0,1-3年
中体彩科技发展有限公司,"移动互联网,电子商务",培训顾问,全职,2017-05-10 08:45:08,成长型(不需要融资),"['五险一金', '通讯津贴', '带薪年假', '免费班车']",150-500人,北京,朝阳区,综合职能类,本科,弹性工作 补充保险 活动丰富 地铁附近,8k-12k,12,8,10.0,3-5年
诺奚信息技术有限公司,"金融,数据服务",C++高级软件工程师,全职,2017-05-10 08:44:58,成长型(A轮),"['午餐补助', '交通补助', '专项奖金', '五险一金']",50-150人,杭州,江干区,技术,本科,发展前景,15k-24k,24,15,19.5,1-3年
俊芮网络,"移动互联网,金融",期货投资经理,全职,2017-05-10 08:44:49,初创型(不需要融资),[],15-50人,上海,浦东新区,金融类,本科,"餐补,定期体检,节日福利,五险一金",8k-15k,15,8,11.5,1-3年
友邦软件,"移动互联网,电子商务",java,全职,2017-05-10 08:44:45,成长型(不需要融资),"['技能培训', '年底双薪', '股票期权', '带薪年假']",150-500人,天津,西青区,开发/测试/运维类,本科,"五险一金,团队强悍,待遇丰厚,节日福利",8k-16k,16,8,12.0,3-5年
致远软件,"移动互联网,社交网络",业务支持实习生,实习,2017-05-10 08:44:44,成熟型(不需要融资),"['五险一金', '股票期权', '绩效奖金', '专项奖金']",500-2000人,北京,海淀区,市场/商务/销售类,大专,"大企业集团,前途广,免费班车",2k-3k,3,2,2.5,不限
华为技术有限公司,"移动互联网,企业服务",GIS架构师,全职,2017-05-10 08:44:43,成熟型(不需要融资),"['技能培训', '节日礼物', '股票期权', '绩效奖金']",2000人以上,北京,海淀区,开发/测试/运维类,本科,大平台 高薪,30k-60k,60,30,45.0,5-10年
广东亿迅,其他,需求分析师（产品设计工程师）,全职,2017-05-10 08:44:28,成熟型(不需要融资),"['技能培训', '节日礼物', '年底双薪', '带薪年假']",2000人以上,广州,越秀区,产品/需求/项目类,本科,公司规模大，业务全面,7k-12k,12,7,9.5,3-5年
用友,"企业服务,数据服务",市场实习生,全职,2017-05-10 08:44:24,上市公司,"['技能培训', '节日礼物', '免费班车', '岗位晋升']",2000人以上,北京,海淀区,市场/商务/销售类,本科,餐补,1k-2k,2,1,1.5,不限
理才网,移动互联网,市场营销经理,全职,2017-05-10 08:44:20,成长型(B轮),"['五险一金', '弹性工作', '交通补助', '午餐补助']",150-500人,长沙,岳麓区,市场/商务/销售类,本科,五险一金、餐补交补、周末双休，弹性工作,6k-8k,8,6,7.0,3-5年
思特奇Si-tech,数据服务,WEB前端工程师,全职,2017-05-10 08:44:07,上市公司,"['绩效奖金 ', '专项奖金 ', '五险一金 ', '通讯津贴 ']",2000人以上,太原,小店区,开发/测试/运维类,本科,平台好，五险一金，绩效奖金，双休,5k-8k,8,5,6.5,1-3年
智芯,其他,大客户经理,全职,2017-05-10 08:45:34,成长型(A轮),"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",50-150人,深圳,宝安区,市场/商务/销售类,大专,"发展空间大,领导大神,待遇优厚",8k-16k,16,8,12.0,3-5年
还呗-智能信贷领先者,"移动互联网,金融",大数据开发实习生,实习,2017-05-10 08:45:11,成长型(不需要融资),"['股票期权', '通讯津贴', '交通补助', '午餐补助']",50-150人,上海,浦东新区,开发/测试/运维类,本科,"移动金融,未来金矿,精英团队,助力成长！",4k-6k,6,4,5.0,应届毕业生
广州宸瑞,移动互联网,Java,全职,2017-05-10 08:45:09,初创型(天使轮),[],50-150人,广州,海珠区,技术,大专,周末双休 五险一金 年终奖金 员工旅游,8k-12k,12,8,10.0,1-3年
中体彩科技发展有限公司,"移动互联网,电子商务",市场助理,全职,2017-05-10 08:45:08,成长型(不需要融资),"['五险一金', '通讯津贴', '带薪年假', '免费班车']",150-500人,北京,朝阳区,市场/商务/销售类,本科,弹性工作 补充保险 活动丰富 地铁附近,6k-9k,9,6,7.5,3-5年
诺奚信息技术有限公司,"金融,数据服务",商务经理,全职,2017-05-10 08:44:55,成长型(A轮),"['午餐补助', '交通补助', '专项奖金', '五险一金']",50-150人,杭州,江干区,市场/商务/销售类,本科,"平台大,前景好,领导好,环境好",15k-30k,30,15,22.5,1-3年
俊芮网络,"移动互联网,金融",量化分析师,全职,2017-05-10 08:44:49,初创型(不需要融资),[],15-50人,上海,浦东新区,金融类,本科,"五险一金,定期体检,节日福利,餐补",10k-20k,20,10,15.0,不限
友邦软件,"移动互联网,电子商务",.NET工程师,全职,2017-05-10 08:44:45,成长型(不需要融资),"['技能培训', '年底双薪', '股票期权', '带薪年假']",150-500人,天津,西青区,技术,本科,五险一金、丰厚年终、专业培训、节日福利,8k-16k,16,8,12.0,3-5年
华为技术有限公司,"移动互联网,企业服务",高级测试工程师（wh),全职,2017-05-10 08:44:43,成熟型(不需要融资),"['技能培训', '节日礼物', '股票期权', '绩效奖金']",2000人以上,武汉,东湖新技术开发区,开发/测试/运维类,本科,广阔的平台和发展空间，丰厚的待遇,25k-50k,50,25,37.5,3-5年
用友,"企业服务,数据服务",JAVA工程师,全职,2017-05-10 08:44:24,上市公司,"['技能培训', '节日礼物', '免费班车', '岗位晋升']",2000人以上,北京,海淀区,开发/测试/运维类,本科,"五险一金,餐补,免费班车",10k-12k,12,10,11.0,3-5年
理才网,移动互联网,CRM高级产品经理,全职,2017-05-10 08:44:20,成长型(B轮),"['五险一金', '弹性工作', '交通补助', '午餐补助']",150-500人,长沙,岳麓区,开发/测试/运维类,本科,五险一金、餐补交补、周末双休，弹性工作,8k-12k,12,8,10.0,5-10年
广东亿迅,其他,物流行业专家,全职,2017-05-10 08:44:16,成熟型(不需要融资),"['技能培训', '节日礼物', '年底双薪', '带薪年假']",2000人以上,广州,越秀区,产品/需求/项目类,本科,公司平台大，面向全国开展业务,10k-20k,20,10,15.0,5-10年
思特奇Si-tech,数据服务,Java开发工程师,全职,2017-05-10 08:44:07,上市公司,"['绩效奖金 ', '专项奖金 ', '五险一金 ', '通讯津贴 ']",2000人以上,银川,金凤区,开发/测试/运维类,本科,五险一金，管理规范，绩效奖金，带薪年假,5k-10k,10,5,7.5,1-3年
云盾,"移动互联网,数据服务",市场策划,全职,2017-05-10 08:44:04,成长型(A轮),"['年底双薪', '节日礼物', '技能培训', '带薪年假']",50-150人,上海,闵行区,市场/商务/销售类,本科,"职位晋升快,工作环境好,薪资优厚,福利多多",8k-12k,12,8,10.0,1-3年
致远软件,"移动互联网,社交网络",部门经理助理,全职,2017-05-10 08:44:02,成熟型(不需要融资),"['五险一金', '股票期权', '绩效奖金', '专项奖金']",500-2000人,北京,海淀区,综合职能类,大专,"大企业集团,可开证明,免费班车,环境舒适",2k-3k,3,2,2.5,不限
天生印刷,电子商务,平面设计师,全职,2017-05-10 08:43:53,初创型(未融资),"['节日礼物', '年底双薪', '股票期权', '带薪年假']",50-150人,广州,越秀区,设计类,大专,"周末双休,五险一金,节日福利,绩效奖金",4k-7k,7,4,5.5,1-3年
智芯,其他,硬件工程师,全职,2017-05-10 08:45:34,成长型(A轮),"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",50-150人,深圳,宝安区,开发/测试/运维类,本科,"弹性上班,股权期权",6k-12k,12,6,9.0,1-3年
诺奚信息技术有限公司,"金融,数据服务",销售,全职,2017-05-10 08:44:52,成长型(A轮),"['午餐补助', '交通补助', '专项奖金', '五险一金']",50-150人,杭州,江干区,市场/商务/销售类,大专,"平台大,前景好,领导好,提成高",15k-30k,30,15,22.5,不限
俊芮网络,"移动互联网,金融",基金渠道经理,全职,2017-05-10 08:44:49,初创型(不需要融资),[],15-50人,上海,浦东新区,金融类,本科,"餐补,五险一金,节日礼物,定期体检",10k-20k,20,10,15.0,不限
友邦软件,"移动互联网,电子商务",前端工程师,全职,2017-05-10 08:44:44,成长型(不需要融资),"['技能培训', '年底双薪', '股票期权', '带薪年假']",150-500人,天津,西青区,开发/测试/运维类,大专,"五险一金,丰厚年终,专业培训,节日福利",7k-14k,14,7,10.5,不限
华为技术有限公司,"移动互联网,企业服务",高级软件开发工程师（wh),全职,2017-05-10 08:44:43,成熟型(不需要融资),"['技能培训', '节日礼物', '股票期权', '绩效奖金']",2000人以上,武汉,东湖新技术开发区,开发/测试/运维类,本科,广阔的平台和发展空间，丰厚的待遇,25k-50k,50,25,37.5,3-5年
用友,"企业服务,数据服务",全渠道零售产品经理,全职,2017-05-10 08:44:24,上市公司,"['技能培训', '节日礼物', '免费班车', '岗位晋升']",2000人以上,北京,海淀区,市场/商务/销售类,本科,"餐补,五险一金,免费班车",10k-15k,15,10,12.5,3-5年
理才网,移动互联网,解决方案顾问\系统集成工程师,全职,2017-05-10 08:44:20,成长型(B轮),"['五险一金', '弹性工作', '交通补助', '午餐补助']",150-500人,长沙,岳麓区,产品/需求/项目类,本科,周末双休，五险一金，餐厅交通补贴,5k-10k,10,5,7.5,3-5年
思特奇Si-tech,数据服务,系统运维工程师,全职,2017-05-10 08:44:07,上市公司,"['绩效奖金 ', '专项奖金 ', '五险一金 ', '通讯津贴 ']",2000人以上,银川,金凤区,技术,本科,七险一金、带薪年假、专业培训、完善的福利,6k-10k,10,6,8.0,不限
云盾,"移动互联网,数据服务",售前工程师（等级保护）,全职,2017-05-10 08:44:04,成长型(A轮),"['年底双薪', '节日礼物', '技能培训', '带薪年假']",50-150人,上海,闵行区,运营/编辑/客服,本科,"加薪晋职多,福利待遇好,技术提升快,公司环境棒",10k-20k,20,10,15.0,1-3年
广东亿迅,其他,售前工程师 (教育行业信息化),全职,2017-05-10 08:44:04,成熟型(不需要融资),"['技能培训', '节日礼物', '年底双薪', '带薪年假']",2000人以上,广州,天河区,运营/编辑/客服,本科,公司业务全面，员工发展空间大，福利好,7k-12k,12,7,9.5,3-5年
致远软件,"移动互联网,社交网络",法务助理,全职,2017-05-10 08:44:01,成熟型(不需要融资),"['五险一金', '股票期权', '绩效奖金', '专项奖金']",500-2000人,北京,海淀区,综合职能类,本科,"大企业集团,快速成长,免费班车,环境舒适",2k-3k,3,2,2.5,不限
天生印刷,电子商务,销售实习生,全职,2017-05-10 08:43:53,初创型(未融资),"['节日礼物', '年底双薪', '股票期权', '带薪年假']",50-150人,广州,越秀区,市场/商务/销售类,大专,"挑战高薪,双休,晋升空间",2k-3k,3,2,2.5,应届毕业生
携程,"移动互联网,旅游",测试工程师,全职,2017-05-10 08:43:51,上市公司,"['绩效奖金', '股票期权', '五险一金', '交通补助']",2000人以上,上海,长宁区,技术,本科,晋升机会大；股权激励,10k-15k,15,10,12.5,1-3年
易居电子商务股份有限公司,"移动互联网,生活服务",家装销售,全职,2017-05-10 08:43:47,初创型(未融资),[],150-500人,北京,丰台区,市场/商务/销售类,不限,"工作环境好,领带nic,不定时团建,员工旅游",5k-10k,10,5,7.5,不限
京东,"移动互联网,电子商务",高级 UI 设计师（京东到家）,全职,2017-05-10 08:43:32,上市公司,"['免费班车', '带薪年假', '绩效奖金', '岗位晋升']",2000人以上,北京,大兴区,设计类,本科,"重视人才,发展空间大,高速发展期",15k-25k,25,15,20.0,3-5年
智芯,其他,品质工程师（驻厂PQE）,全职,2017-05-10 08:45:34,成长型(A轮),"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",50-150人,深圳,宝安区,技术,大专,"五险,绩效奖金,补贴,弹性工作",5k-8k,8,5,6.5,1-3年
诺奚信息技术有限公司,"金融,数据服务",市场总监,全职,2017-05-10 08:44:50,成长型(A轮),"['午餐补助', '交通补助', '专项奖金', '五险一金']",50-150人,杭州,江干区,市场/商务/销售类,本科,"平台大,资源广,领导好,前景好",40k-70k,70,40,55.0,1-3年
用友,"企业服务,数据服务",HR高级实施顾问,全职,2017-05-10 08:44:24,上市公司,"['技能培训', '节日礼物', '免费班车', '岗位晋升']",2000人以上,北京,海淀区,综合职能类,本科,"五险一金,餐补,免费班车",10k-15k,15,10,12.5,5-10年
理才网,移动互联网,wms产品经理,全职,2017-05-10 08:44:20,成长型(B轮),"['五险一金', '弹性工作', '交通补助', '午餐补助']",150-500人,长沙,岳麓区,产品/需求/项目类,大专,五险一金、餐补交补、周末双休，弹性工作,7k-14k,14,7,10.5,3-5年
思特奇Si-tech,数据服务,Java工程师,全职,2017-05-10 08:44:07,上市公司,"['绩效奖金 ', '专项奖金 ', '五险一金 ', '通讯津贴 ']",2000人以上,太原,小店区,技术,本科,七险一金、带薪年假、专业培训、完善的福利,5k-10k,10,5,7.5,1-3年
云盾,"移动互联网,数据服务",Web安全研究工程师,全职,2017-05-10 08:44:04,成长型(A轮),"['年底双薪', '节日礼物', '技能培训', '带薪年假']",50-150人,上海,闵行区,开发/测试/运维类,本科,"加薪晋职多,福利多多,公司环境好,技术提升快",15k-25k,25,15,20.0,3-5年
